"Crowdsourced data on dried cannabis prices, use, and consumption",,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,
Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
29/01/2018,4.642857143,28,High,Alma,QC,Use recreationally,A few times per week,2
29/01/2018,5.714285714,7,High,Saguenay,QC,Use recreationally,,0
29/01/2018,2.142857143,28,Low,Saguenay,QC,Use recreationally,Daily,1
29/01/2018,5.714285714,7,High,Saguenay,QC,Use recreationally,Daily,1
29/01/2018,5.714285714,7,High,Saguenay,QC,Use recreationally,Daily,1
29/01/2018,5.714285714,3.5,Medium,Saguenay,QC,Use recreationally,A few times a year,5
29/01/2018,5.714285714,7,Low,Chibougamau,QC,Use recreationally,A few times a year,5
29/01/2018,10,1,Medium,Ottawa,ON,Use recreationally,,0
29/01/2018,11,1,Medium,Ottawa,ON,Medicate with a medical document,Daily,1
29/01/2018,6.428571429,28,High,Ottawa,ON,Use recreationally,Daily,56
29/01/2018,10,0.0001,High,Ottawa,ON,Use recreationally,Daily,20
29/01/2018,6.428571429,7,High,Ottawa,ON,Use recreationally,Daily,1
29/01/2018,7,1,Medium,Ottawa,ON,Use recreationally,A few times per week,2
29/01/2018,7.857142857,7,Medium,Ottawa,ON,Use recreationally,A few times per week,2
29/01/2018,7.142857143,7,Medium,Ottawa,ON,Medicate without a medical document,A few times a year,5
29/01/2018,8.571428571,3.5,Medium,Kawartha Lakes,ON,Medicate without a medical document,,0
29/01/2018,5.714285714,28,High,Richmond Hill,ON,Use recreationally,Daily,1
29/01/2018,5.535714286,28,High,Toronto,ON,Medicate with a medical document,,0
29/01/2018,12,1,High,Toronto,ON,Medicate without a medical document,,0
29/01/2018,8.571428571,3.5,High,Toronto,ON,Medicate without a medical document,Daily,1
29/01/2018,8,1,Medium,Toronto,ON,Use recreationally,A few times per week,2
29/01/2018,5.178571429,28,High,Toronto,ON,Use recreationally,A few times per week,2
29/01/2018,10,1,Medium,Toronto,ON,Use recreationally,A few times a year,5
29/01/2018,2.678571429,28,High,Toronto,ON,Use recreationally,A few times a year,5
29/01/2018,6.25,16,High,Mississauga,ON,Use recreationally,Daily,1
29/01/2018,10,1,Medium,Mississauga,ON,Use recreationally,A few times per month,3
29/01/2018,5,1,High,Hamilton,ON,Use recreationally,,0
29/01/2018,15,1,Low,Hamilton,ON,Medicate with a medical document,Daily,300
29/01/2018,8.571428571,7,High,Hamilton,ON,Medicate without a medical document,Daily,1
29/01/2018,5,28,High,Hamilton,ON,Medicate without a medical document,Daily,0
29/01/2018,5,1,High,Six Nations (Part) 40,ON,Medicate with a medical document,Daily,0
29/01/2018,5.178571429,112,High,Waterloo,ON,Medicate without a medical document,Daily,1
29/01/2018,10,1,High,Windsor,ON,Medicate without a medical document,,0
29/01/2018,10,1,High,Windsor,ON,Use recreationally,,0
29/01/2018,5,1,High,Windsor,ON,Medicate without a medical document,A few times per week,2
29/01/2018,6,1,High,London,ON,Medicate with a medical document,Daily,1
29/01/2018,2.142857143,28,Medium,London,ON,Medicate without a medical document,Daily,72
29/01/2018,6.2,45,High,Innisfil,ON,Medicate with a medical document,Daily,90
29/01/2018,5.357142857,28,High,Greater Sudbury / Grand Sudbury,ON,Medicate with a medical document,Daily,112
29/01/2018,10,1,Medium,Greater Sudbury / Grand Sudbury,ON,Use recreationally,Daily,1
29/01/2018,5,1,Medium,Saskatoon,SK,Use recreationally,A few times a year,5
29/01/2018,8.5,1,Medium,Lethbridge,AB,Medicate without a medical document,A few times per week,32
29/01/2018,15,1,High,Lethbridge,AB,Medicate without a medical document,A few times per week,2
29/01/2018,15,1,Medium,Calgary,AB,Medicate with a medical document,,0
29/01/2018,15,1,High,Calgary,AB,Medicate with a medical document,,0
29/01/2018,5.714285714,7,High,Calgary,AB,Medicate without a medical document,,0
29/01/2018,10,1,Medium,Calgary,AB,Use recreationally,,0
29/01/2018,5.357142857,28,High,Calgary,AB,Use recreationally,,0
29/01/2018,10,1,High,Calgary,AB,Use recreationally,,0
29/01/2018,6.428571429,14,,Calgary,AB,Medicate with a medical document,Daily,1
29/01/2018,15,1,Low,Calgary,AB,Medicate with a medical document,Daily,1
29/01/2018,10,1,Medium,Calgary,AB,Medicate with a medical document,Daily,1
29/01/2018,7.142857143,7,Medium,Calgary,AB,Medicate with a medical document,Daily,56
29/01/2018,5,28,High,Calgary,AB,Medicate with a medical document,Daily,56
29/01/2018,10,1,High,Calgary,AB,Medicate with a medical document,Daily,1
29/01/2018,5,28,High,Calgary,AB,Medicate with a medical document,Daily,1
29/01/2018,4.910714286,112,High,Calgary,AB,Medicate with a medical document,Daily,112
29/01/2018,7,1,High,Calgary,AB,Medicate with a medical document,Daily,1
29/01/2018,5.357142857,14,High,Calgary,AB,Medicate with a medical document,Daily,1
29/01/2018,7,1,High,Calgary,AB,Medicate with a medical document,Daily,1
29/01/2018,6.428571429,14,High,Calgary,AB,Medicate with a medical document,Daily,1
29/01/2018,4.821428571,28,High,Calgary,AB,Medicate with a medical document,Daily,56
29/01/2018,8.571428571,7,High,Calgary,AB,Medicate without a medical document,Daily,1
29/01/2018,2.857142857,28,High,Calgary,AB,Medicate without a medical document,Daily,1
29/01/2018,5.714285714,28,High,Calgary,AB,Medicate without a medical document,Daily,1
29/01/2018,10,1,High,Calgary,AB,Medicate without a medical document,Daily,46
29/01/2018,8.571428571,28,High,Calgary,AB,Medicate without a medical document,Daily,1
29/01/2018,5.357142857,28,High,Calgary,AB,Medicate without a medical document,Daily,0
29/01/2018,15,1,High,Calgary,AB,Medicate without a medical document,Daily,500
29/01/2018,8.571428571,7,High,Calgary,AB,Use recreationally,Daily,42
29/01/2018,5.714285714,14,High,Calgary,AB,Use recreationally,Daily,1
29/01/2018,15,1,High,Calgary,AB,Use recreationally,Daily,1
29/01/2018,4.464285714,28,High,Calgary,AB,Use recreationally,Daily,1
29/01/2018,4.285714286,28,High,Calgary,AB,Use recreationally,Daily,112
29/01/2018,5.357142857,28,High,Calgary,AB,Use recreationally,Daily,1
29/01/2018,7,1,High,Calgary,AB,Use recreationally,Daily,1
29/01/2018,5.714285714,14,High,Calgary,AB,Use recreationally,A few times per week,2
29/01/2018,7.142857143,28,Medium,Wainwright,AB,Use recreationally,Daily,90
29/01/2018,3,1,Medium,Red Deer,AB,Medicate with a medical document,Daily,1
29/01/2018,8.571428571,7,High,Red Deer,AB,Medicate with a medical document,A few times per week,2
29/01/2018,6.071428571,28,High,Edmonton,AB,Medicate with a medical document,,0
29/01/2018,7.142857143,28,High,Edmonton,AB,Medicate without a medical document,Daily,56
29/01/2018,3.571428571,7,Medium,Edmonton,AB,Use recreationally,Daily,34
29/01/2018,5,1,High,Edmonton,AB,Use recreationally,Daily,1
29/01/2018,7.142857143,3.5,Medium,Edmonton,AB,Medicate without a medical document,A few times per week,2
29/01/2018,10,1,High,Edmonton,AB,Use recreationally,A few times per week,2
29/01/2018,7.142857143,7,High,Edmonton,AB,Use recreationally,A few times per month,3
29/01/2018,10,1,Medium,Edmonton,AB,Use recreationally,A few times a year,5
29/01/2018,12,1,Medium,Edson,AB,Use recreationally,Daily,1
29/01/2018,2.857142857,28,High,Chilliwack,BC,Medicate with a medical document,Daily,1
29/01/2018,3.571428571,28,High,Greater Vancouver A,BC,Medicate without a medical document,Daily,1
29/01/2018,10,1,High,Vancouver,BC,Medicate with a medical document,Daily,56
29/01/2018,13,1,High,Vancouver,BC,Medicate with a medical document,Daily,1
29/01/2018,3.571428571,28,High,Vancouver,BC,Medicate without a medical document,Daily,112
29/01/2018,5.892857143,28,High,Vancouver,BC,Medicate without a medical document,Daily,1
29/01/2018,4.107142857,28,High,North Vancouver,BC,Medicate with a medical document,A few times per week,2
29/01/2018,10,1,High,Victoria,BC,Use recreationally,,0
29/01/2018,10,1,High,Nanaimo,BC,Medicate without a medical document,Daily,1
29/01/2018,3.571428571,28,Medium,Nanaimo,BC,Use recreationally,Daily,1
29/01/2018,2.678571429,28,Medium,Kamloops,BC,Use recreationally,Daily,56
29/01/2018,3.571428571,28,High,Kelowna,BC,Medicate with a medical document,Daily,750
29/01/2018,3.571428571,28,High,Vernon,BC,Medicate without a medical document,Daily,56
30/01/2018,6.428571429,28,High,Paradise,NL,Use recreationally,A few times per week,2
30/01/2018,6.428571429,14,High,St. John's,NL,Medicate without a medical document,,0
30/01/2018,5,1,High,St. John's,NL,Use recreationally,,0
30/01/2018,10,1,High,St. John's,NL,Use recreationally,,0
30/01/2018,7.142857143,3.5,Medium,St. John's,NL,Medicate with a medical document,Daily,1
30/01/2018,11.42857143,3.5,Medium,St. John's,NL,Medicate without a medical document,Daily,1
30/01/2018,5,1,High,St. John's,NL,Medicate without a medical document,Daily,112
30/01/2018,6.428571429,28,High,St. John's,NL,Medicate without a medical document,Daily,100
30/01/2018,10,1,High,St. John's,NL,Medicate without a medical document,Daily,1
30/01/2018,8.571428571,3.5,High,St. John's,NL,Medicate without a medical document,Daily,1
30/01/2018,3.571428571,28,High,St. John's,NL,Medicate without a medical document,Daily,130
30/01/2018,8.928571429,28,High,St. John's,NL,Medicate without a medical document,Daily,60
30/01/2018,7.142857143,7,Low,St. John's,NL,Use recreationally,Daily,1
30/01/2018,7.142857143,28,Low,St. John's,NL,Use recreationally,Daily,1
30/01/2018,7.142857143,14,Medium,St. John's,NL,Use recreationally,Daily,1
30/01/2018,7.142857143,28,Medium,St. John's,NL,Use recreationally,Daily,0
30/01/2018,6.428571429,28,Medium,St. John's,NL,Use recreationally,Daily,1
30/01/2018,3.214285714,14,Medium,St. John's,NL,Use recreationally,Daily,1
30/01/2018,8.571428571,14,Medium,St. John's,NL,Use recreationally,Daily,1
30/01/2018,10,7,Medium,St. John's,NL,Use recreationally,Daily,1
30/01/2018,7.857142857,14,Medium,St. John's,NL,Use recreationally,Daily,50
30/01/2018,7.142857143,28,Medium,St. John's,NL,Use recreationally,Daily,1
30/01/2018,7.142857143,28,Medium,St. John's,NL,Use recreationally,Daily,42
30/01/2018,8.571428571,14,Medium,St. John's,NL,Use recreationally,Daily,1
30/01/2018,10,1,High,St. John's,NL,Use recreationally,Daily,1
30/01/2018,5,1,High,St. John's,NL,Use recreationally,Daily,1
30/01/2018,10,28,High,St. John's,NL,Use recreationally,Daily,1
30/01/2018,7.142857143,28,High,St. John's,NL,Use recreationally,Daily,1
30/01/2018,8.571428571,7,High,St. John's,NL,Medicate without a medical document,A few times per week,2
30/01/2018,8.571428571,7,Low,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,7.142857143,28,Medium,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,8.571428571,7,Medium,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,10,4,Medium,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,8.928571429,28,Medium,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,7.142857143,28,Medium,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,7.857142857,7,Medium,St. John's,NL,Use recreationally,A few times per week,0
30/01/2018,6.25,28,High,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,5.535714286,28,High,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,12,1,High,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,11.42857143,14,High,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,7.142857143,14,High,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,7.142857143,28,High,St. John's,NL,Use recreationally,A few times per week,2
30/01/2018,8.571428571,3.5,High,St. John's,NL,Use recreationally,A few times per month,3
30/01/2018,9.285714286,7,High,St. John's,NL,Use recreationally,A few times per month,3
30/01/2018,7.142857143,28,High,St. John's,NL,Use recreationally,A few times per month,3
30/01/2018,7,1,Medium,St. John's,NL,Medicate without a medical document,A few times a year,5
30/01/2018,15,1,High,St. John's,NL,Use recreationally,A few times a year,5
30/01/2018,4.464285714,28,High,Marystown,NL,Use recreationally,Daily,1
30/01/2018,6.428571429,14,High,Stephenville,NL,Medicate without a medical document,A few times per week,2
30/01/2018,5.714285714,14,Medium,Corner Brook,NL,Use recreationally,Daily,1
30/01/2018,11.42857143,3.5,Medium,Corner Brook,NL,Use recreationally,Daily,1
30/01/2018,15,1,High,Corner Brook,NL,Use recreationally,Daily,1
30/01/2018,8.928571429,14,High,Corner Brook,NL,Medicate without a medical document,A few times per week,2
30/01/2018,5.357142857,28,Medium,Corner Brook,NL,Use recreationally,A few times per week,2
30/01/2018,6,1,High,Gander,NL,Use recreationally,,0
30/01/2018,5.714285714,7,High,Grand Falls-Windsor,NL,Medicate without a medical document,Daily,1
30/01/2018,15,1,High,Grand Falls-Windsor,NL,Use recreationally,Daily,35
30/01/2018,7.142857143,7,High,Grand Falls-Windsor,NL,Use recreationally,A few times per week,2
30/01/2018,10,1,High,Clarenville,NL,Use recreationally,A few times a year,0.2
30/01/2018,20,1,Low,Fogo Island,NL,Medicate without a medical document,,0
30/01/2018,5.714285714,7,High,Charlottetown (Labrador),NL,Medicate without a medical document,Daily,1
30/01/2018,8.214285714,28,High,Labrador City,NL,Use recreationally,,0
30/01/2018,8.571428571,7,High,Montague,PE,Medicate without a medical document,Daily,1
30/01/2018,7.142857143,7,High,Charlottetown,PE,Medicate with a medical document,,0
30/01/2018,8.571428571,7,High,Charlottetown,PE,Medicate without a medical document,,0
30/01/2018,7.5,1,High,Charlottetown,PE,Medicate without a medical document,,0
30/01/2018,3.571428571,28,Low,Charlottetown,PE,Use recreationally,,0
30/01/2018,3.571428571,28,High,Charlottetown,PE,Use recreationally,,0
30/01/2018,8.571428571,7,High,Charlottetown,PE,Use recreationally,,0
30/01/2018,8,1,High,Charlottetown,PE,Use recreationally,,0
30/01/2018,4.5,1,Medium,Charlottetown,PE,Medicate with a medical document,Daily,1
30/01/2018,3.571428571,28,Medium,Charlottetown,PE,Medicate without a medical document,Daily,1
30/01/2018,5,28,High,Charlottetown,PE,Medicate without a medical document,Daily,1
30/01/2018,7.142857143,14,High,Charlottetown,PE,Medicate without a medical document,Daily,56
30/01/2018,7.857142857,28,High,Charlottetown,PE,Medicate without a medical document,Daily,1
30/01/2018,10,1,Medium,Charlottetown,PE,Use recreationally,Daily,1
30/01/2018,6.428571429,28,High,Charlottetown,PE,Use recreationally,Daily,1
30/01/2018,5,14,High,Charlottetown,PE,Use recreationally,Daily,1
30/01/2018,6.428571429,28,High,Charlottetown,PE,Medicate without a medical document,A few times per week,2
30/01/2018,8.571428571,3.5,Medium,Charlottetown,PE,Use recreationally,A few times per week,2
30/01/2018,7.857142857,7,Medium,Charlottetown,PE,Use recreationally,A few times per month,3
30/01/2018,8.571428571,7,High,Charlottetown,PE,Use recreationally,A few times per month,3
30/01/2018,8.571428571,7,Medium,Charlottetown,PE,Medicate without a medical document,A few times a year,5
30/01/2018,8.571428571,3.5,High,Charlottetown,PE,Use recreationally,A few times a year,5
30/01/2018,4,10,High,Summerside,PE,Medicate with a medical document,Daily,1
30/01/2018,10,1,High,Summerside,PE,Medicate without a medical document,Daily,1
30/01/2018,6.428571429,28,Medium,Summerside,PE,Use recreationally,A few times per week,2
30/01/2018,10,1,Medium,Lockeport,NS,Use recreationally,A few times a year,5
30/01/2018,5.714285714,3.5,High,Yarmouth,NS,Medicate without a medical document,Daily,1
30/01/2018,5.357142857,28,,Yarmouth,NS,Use recreationally,Daily,1
30/01/2018,6.666666667,6,Medium,Yarmouth,NS,Use recreationally,Daily,4
30/01/2018,6.428571429,28,Medium,Yarmouth,NS,Use recreationally,Daily,40
30/01/2018,7.857142857,28,High,Yarmouth,NS,Use recreationally,Daily,40
30/01/2018,7.142857143,28,High,Yarmouth,NS,Use recreationally,Daily,1
30/01/2018,7.142857143,28,High,Yarmouth,NS,Medicate with a medical document,A few times per week,2
30/01/2018,7.142857143,7,High,Yarmouth,NS,Use recreationally,A few times per month,3
30/01/2018,5.357142857,28,High,Middleton,NS,Medicate with a medical document,Daily,120
30/01/2018,3.571428571,28,Medium,Middleton,NS,Medicate without a medical document,A few times per month,3
30/01/2018,8,1,High,Bridgewater,NS,Medicate with a medical document,Daily,1
30/01/2018,3.9,30,Medium,Bridgewater,NS,Medicate without a medical document,Daily,60
30/01/2018,4,30,High,Bridgewater,NS,Medicate without a medical document,Daily,60
30/01/2018,6.25,28,High,Bridgewater,NS,Use recreationally,Daily,1
30/01/2018,4,450,High,Bridgewater,NS,Use recreationally,Daily,1
30/01/2018,8,1,High,Bridgewater,NS,Medicate without a medical document,A few times per month,3
30/01/2018,6.4,1,High,Kentville,NS,Use recreationally,,0
30/01/2018,6.428571429,14,Medium,Kentville,NS,Medicate without a medical document,Daily,35
30/01/2018,7.142857143,28,High,Kentville,NS,Medicate without a medical document,Daily,56
30/01/2018,5,1,Medium,Kentville,NS,Use recreationally,Daily,1
30/01/2018,7.142857143,28,Medium,Kentville,NS,Use recreationally,Daily,1
30/01/2018,7.142857143,7,High,Kentville,NS,Use recreationally,Daily,1
30/01/2018,10,2,Medium,Wolfville,NS,Use recreationally,,0
30/01/2018,9,1,High,Wolfville,NS,Medicate without a medical document,Daily,1
30/01/2018,7,1,Medium,Wolfville,NS,Use recreationally,A few times per month,3
30/01/2018,8,5,Medium,Windsor,NS,Use recreationally,Daily,1
30/01/2018,7.142857143,7,Medium,Halifax,NS,Medicate with a medical document,,0
30/01/2018,8,1,High,Halifax,NS,Medicate with a medical document,,0
30/01/2018,6,1,High,Halifax,NS,Medicate with a medical document,,0
30/01/2018,7.142857143,28,Medium,Halifax,NS,Medicate without a medical document,,0
30/01/2018,7.142857143,7,Medium,Halifax,NS,Medicate without a medical document,,0
30/01/2018,10,1,High,Halifax,NS,Medicate without a medical document,,0
30/01/2018,9,1,High,Halifax,NS,Medicate without a medical document,,0
30/01/2018,8,1,High,Halifax,NS,Medicate without a medical document,,0
30/01/2018,5.714285714,3.5,High,Halifax,NS,Medicate without a medical document,,0
30/01/2018,7.142857143,14,High,Halifax,NS,Medicate without a medical document,,0
30/01/2018,6,1,High,Halifax,NS,Medicate without a medical document,,0
30/01/2018,6,1,High,Halifax,NS,Medicate without a medical document,,0
30/01/2018,7.7,1,High,Halifax,NS,Medicate without a medical document,,0
30/01/2018,6.428571429,28,Low,Halifax,NS,Use recreationally,,0
30/01/2018,7,1,Medium,Halifax,NS,Use recreationally,,0
30/01/2018,7,1,Medium,Halifax,NS,Use recreationally,,0
30/01/2018,8,1,Medium,Halifax,NS,Use recreationally,,0
30/01/2018,7.142857143,7,Medium,Halifax,NS,Use recreationally,,0
30/01/2018,10,1,Medium,Halifax,NS,Use recreationally,,0
30/01/2018,7.142857143,7,High,Halifax,NS,Use recreationally,,0
30/01/2018,5,28,High,Halifax,NS,Use recreationally,,0
30/01/2018,7.142857143,7,High,Halifax,NS,Use recreationally,,0
30/01/2018,8,10,High,Halifax,NS,Use recreationally,,0
30/01/2018,10,1,High,Halifax,NS,Use recreationally,,0
30/01/2018,10,3.5,High,Halifax,NS,Use recreationally,,0
30/01/2018,2.678571429,28,High,Halifax,NS,Use recreationally,,0
30/01/2018,5.803571429,224,High,Halifax,NS,Use recreationally,,0
30/01/2018,10,1,High,Halifax,NS,Use recreationally,,0
30/01/2018,8.571428571,28,High,Halifax,NS,Use recreationally,,0
30/01/2018,6,1,Medium,Halifax,NS,Medicate with a medical document,Daily,90
30/01/2018,3,1,Medium,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,7,1,Medium,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,6,1,Medium,Halifax,NS,Medicate with a medical document,Daily,90
30/01/2018,3.5,1,Medium,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,6,1,Medium,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,10,1,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,10,1,High,Halifax,NS,Medicate with a medical document,Daily,30
30/01/2018,8.5,1,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,6,7,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,10.42233333,30,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,8.5,1,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,6,1,High,Halifax,NS,Medicate with a medical document,Daily,30
30/01/2018,5,1,High,Halifax,NS,Medicate with a medical document,Daily,90
30/01/2018,8,1,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,8.928571429,14,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,8,1,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,6.607142857,28,High,Halifax,NS,Medicate with a medical document,Daily,90
30/01/2018,8,1,High,Halifax,NS,Medicate with a medical document,Daily,80
30/01/2018,5,1,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,10,1,High,Halifax,NS,Medicate with a medical document,Daily,1
30/01/2018,5,1,Low,Halifax,NS,Medicate without a medical document,Daily,60
30/01/2018,5.178571429,28,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,3.714285714,28,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,6,1,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,4,5,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,5.714285714,28,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,8,1,Medium,Halifax,NS,Medicate without a medical document,Daily,60
30/01/2018,6.25,28,Medium,Halifax,NS,Medicate without a medical document,Daily,50
30/01/2018,8,1,Medium,Halifax,NS,Medicate without a medical document,Daily,40
30/01/2018,7.142857143,7,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,10,1,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,5.357142857,28,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,6,50,Medium,Halifax,NS,Medicate without a medical document,Daily,70
30/01/2018,5,1,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,7.25,1,Medium,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,5.178571429,28,High,Halifax,NS,Medicate without a medical document,Daily,0
30/01/2018,6.428571429,28,High,Halifax,NS,Medicate without a medical document,Daily,84
30/01/2018,8,5,High,Halifax,NS,Medicate without a medical document,Daily,22
30/01/2018,6.428571429,28,High,Halifax,NS,Medicate without a medical document,Daily,60
30/01/2018,11.42857143,3.5,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,10,1,High,Halifax,NS,Medicate without a medical document,Daily,20
30/01/2018,4.5,1,High,Halifax,NS,Medicate without a medical document,Daily,56
30/01/2018,6.607142857,28,High,Halifax,NS,Medicate without a medical document,Daily,112
30/01/2018,5.714285714,28,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,10,1,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,7.142857143,14,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,4.285714286,14,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,10.71428571,14,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,2.857142857,28,High,Halifax,NS,Medicate without a medical document,Daily,100
30/01/2018,6.428571429,28,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,6,1,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,5,2,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,8,3.5,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,7,30,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,10,1,High,Halifax,NS,Medicate without a medical document,Daily,1
30/01/2018,5.357142857,28,High,Halifax,NS,Medicate without a medical document,Daily,4
30/01/2018,11.5,1,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,8.571428571,3.5,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7,1,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,5.714285714,28,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,8,5,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.142857143,14,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,8,5,Medium,Halifax,NS,Use recreationally,Daily,25
30/01/2018,8,5,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.142857143,14,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.142857143,28,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.142857143,28,Medium,Halifax,NS,Use recreationally,Daily,56
30/01/2018,6.428571429,14,Medium,Halifax,NS,Use recreationally,Daily,60
30/01/2018,8,5,Medium,Halifax,NS,Use recreationally,Daily,1
30/01/2018,6.25,28,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.857142857,28,High,Halifax,NS,Use recreationally,Daily,75
30/01/2018,4.285714286,28,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,10,1,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,6.785714286,28,High,Halifax,NS,Use recreationally,Daily,90
30/01/2018,6.428571429,28,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,5,1,High,Halifax,NS,Use recreationally,Daily,120
30/01/2018,5,50,High,Halifax,NS,Use recreationally,Daily,100
30/01/2018,8,5,High,Halifax,NS,Use recreationally,Daily,10
30/01/2018,6.666666667,12,High,Halifax,NS,Use recreationally,Daily,70
30/01/2018,5.714285714,28,High,Halifax,NS,Use recreationally,Daily,150
30/01/2018,7.5,1,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.857142857,14,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,8,7,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,6,25,High,Halifax,NS,Use recreationally,Daily,50
30/01/2018,7.142857143,14,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,8,1,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.058823529,8.5,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,5,1,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,8.571428571,7,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,4.642857143,14,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.142857143,14,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,6.964285714,28,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,3.5,2,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.857142857,28,High,Halifax,NS,Use recreationally,Daily,21
30/01/2018,5,10,High,Halifax,NS,Use recreationally,Daily,60
30/01/2018,7.142857143,14,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,5.892857143,28,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,8,1,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,7.857142857,28,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,10,1,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,8,1,High,Halifax,NS,Use recreationally,Daily,1
30/01/2018,6,1,High,Halifax,NS,Medicate with a medical document,A few times per week,2
30/01/2018,9.2,10,High,Halifax,NS,Medicate with a medical document,A few times per week,2
30/01/2018,5,1,Medium,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,5.714285714,3.5,Medium,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,10,7,Medium,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,7.142857143,7,High,Halifax,NS,Medicate without a medical document,A few times per week,2
30/01/2018,10,10,High,Halifax,NS,Medicate without a medical document,A few times per week,0
30/01/2018,10,1,High,Halifax,NS,Medicate without a medical document,A few times per week,2
